,DATE,population,MSA,State,1_Year_change
0,1990-01-01,2580.897,St Louis,MO-IL,
1,1991-01-01,2599.946,St Louis,MO-IL,0.007380767229377971
2,1992-01-01,2611.145,St Louis,MO-IL,0.004307397153633152
3,1993-01-01,2627.085,St Louis,MO-IL,0.006104601621127914
4,1994-01-01,2638.156,St Louis,MO-IL,0.004214176549293125
5,1995-01-01,2651.219,St Louis,MO-IL,0.004951564653492779
6,1996-01-01,2662.281,St Louis,MO-IL,0.004172420309299207
7,1997-01-01,2673.687,St Louis,MO-IL,0.004284296060408366
8,1998-01-01,2679.865,St Louis,MO-IL,0.0023106668806034403
9,1999-01-01,2689.48,St Louis,MO-IL,0.0035878672992857297
10,2000-01-01,2701.634,St Louis,MO-IL,0.004519089191962866
11,2001-01-01,2719.279,St Louis,MO-IL,0.006531232579986668
12,2002-01-01,2733.818,St Louis,MO-IL,0.005346637840398127
13,2003-01-01,2743.862,St Louis,MO-IL,0.003673982686484667
14,2004-01-01,2759.153,St Louis,MO-IL,0.005572802130719312
15,2005-01-01,2773.155,St Louis,MO-IL,0.005074745764370503
16,2006-01-01,2791.682,St Louis,MO-IL,0.006680838251017285
17,2007-01-01,2806.368,St Louis,MO-IL,0.005260627822223363
18,2008-01-01,2818.688,St Louis,MO-IL,0.004390015849667694
19,2009-01-01,2828.99,St Louis,MO-IL,0.003654891921347714
20,2010-01-01,2789.989,St Louis,MO-IL,-0.013786192245288875
21,2011-01-01,2795.155,St Louis,MO-IL,0.0018516202035205875
22,2012-01-01,2796.682,St Louis,MO-IL,0.0005463024411882511
23,2013-01-01,2799.472,St Louis,MO-IL,0.0009976107401556966
24,2014-01-01,2803.43,St Louis,MO-IL,0.0014138380380299687
25,2015-01-01,2807.503,St Louis,MO-IL,0.0014528630998456027
26,2016-01-01,2805.502,St Louis,MO-IL,-0.0007127329872844701
27,2017-01-01,2805.758,St Louis,MO-IL,9.124926661963073e-05
28,2018-01-01,2803.958,St Louis,MO-IL,-0.0006415378660595827
29,2019-01-01,2803.228,St Louis,MO-IL,-0.0002603462676687984
30,1990-01-01,1055.973,Louisville-Jefferson County,KY-IN,
31,1991-01-01,1068.074,Louisville-Jefferson County,KY-IN,0.011459573303484127
32,1992-01-01,1079.142,Louisville-Jefferson County,KY-IN,0.010362577873817669
33,1993-01-01,1091.379,Louisville-Jefferson County,KY-IN,0.0113395642093439
34,1994-01-01,1101.885,Louisville-Jefferson County,KY-IN,0.009626353448252134
35,1995-01-01,1113.226,Louisville-Jefferson County,KY-IN,0.010292362633124164
36,1996-01-01,1122.587,Louisville-Jefferson County,KY-IN,0.008408894510189224
37,1997-01-01,1132.487,Louisville-Jefferson County,KY-IN,0.008818915594069887
38,1998-01-01,1142.147,Louisville-Jefferson County,KY-IN,0.008529899239461347
39,1999-01-01,1153.972,Louisville-Jefferson County,KY-IN,0.010353308286936924
40,2000-01-01,1165.132,Louisville-Jefferson County,KY-IN,0.009670945222241212
41,2001-01-01,1172.461,Louisville-Jefferson County,KY-IN,0.006290274406676621
42,2002-01-01,1180.018,Louisville-Jefferson County,KY-IN,0.006445416947770566
43,2003-01-01,1190.011,Louisville-Jefferson County,KY-IN,0.008468514887060907
44,2004-01-01,1200.01,Louisville-Jefferson County,KY-IN,0.008402443338759058
45,2005-01-01,1209.493,Louisville-Jefferson County,KY-IN,0.007902434146382031
46,2006-01-01,1222.544,Louisville-Jefferson County,KY-IN,0.010790471710047322
47,2007-01-01,1237.027,Louisville-Jefferson County,KY-IN,0.011846608383829116
48,2008-01-01,1249.739,Louisville-Jefferson County,KY-IN,0.010276251043833229
49,2009-01-01,1258.577,Louisville-Jefferson County,KY-IN,0.007071876607835703
50,2010-01-01,1204.655,Louisville-Jefferson County,KY-IN,-0.04284362418826981
51,2011-01-01,1211.869,Louisville-Jefferson County,KY-IN,0.005988436523319818
52,2012-01-01,1220.183,Louisville-Jefferson County,KY-IN,0.006860477493854544
53,2013-01-01,1232.178,Louisville-Jefferson County,KY-IN,0.00983049263921898
54,2014-01-01,1239.354,Louisville-Jefferson County,KY-IN,0.0058238338941287715
55,2015-01-01,1246.231,Louisville-Jefferson County,KY-IN,0.00554885851822795
56,2016-01-01,1252.525,Louisville-Jefferson County,KY-IN,0.005050428050658473
57,2017-01-01,1259.553,Louisville-Jefferson County,KY-IN,0.005611065647392222
58,2018-01-01,1262.023,Louisville-Jefferson County,KY-IN,0.001961013153078728
59,2019-01-01,1265.108,Louisville-Jefferson County,KY-IN,0.0024444879372247375
60,2000-01-01,3278.661,Phoenix-Mesa-Scottsdale,AZ,
61,2001-01-01,3388.445,Phoenix-Mesa-Scottsdale,AZ,0.03348440110154738
62,2002-01-01,3496.957,Phoenix-Mesa-Scottsdale,AZ,0.0320241290621508
63,2003-01-01,3600.163,Phoenix-Mesa-Scottsdale,AZ,0.029513088093448214
64,2004-01-01,3723.359,Phoenix-Mesa-Scottsdale,AZ,0.03421956172539953
65,2005-01-01,3884.588,Phoenix-Mesa-Scottsdale,AZ,0.04330202916237735
66,2006-01-01,4046.571,Phoenix-Mesa-Scottsdale,AZ,0.041698888015923474
67,2007-01-01,4175.595,Phoenix-Mesa-Scottsdale,AZ,0.03188477355271924
68,2008-01-01,4287.323,Phoenix-Mesa-Scottsdale,AZ,0.026757384276971274
69,2009-01-01,4364.094,Phoenix-Mesa-Scottsdale,AZ,0.017906511825677596
70,2010-01-01,4204.204,Phoenix-Mesa-Scottsdale,AZ,-0.03663761596335924
71,2011-01-01,4253.037,Phoenix-Mesa-Scottsdale,AZ,0.011615278421313713
72,2012-01-01,4329.756,Phoenix-Mesa-Scottsdale,AZ,0.018038639212402785
73,2013-01-01,4403.121,Phoenix-Mesa-Scottsdale,AZ,0.016944372846876332
74,2014-01-01,4488.97,Phoenix-Mesa-Scottsdale,AZ,0.019497306569590034
75,2015-01-01,4578.519,Phoenix-Mesa-Scottsdale,AZ,0.01994867419474855
76,2016-01-01,4673.336,Phoenix-Mesa-Scottsdale,AZ,0.02070909829139067
77,2017-01-01,4758.748,Phoenix-Mesa-Scottsdale,AZ,0.018276451768073132
78,2018-01-01,4849.209,Phoenix-Mesa-Scottsdale,AZ,0.019009411719216995
79,2019-01-01,4948.203,Phoenix-Mesa-Scottsdale,AZ,0.020414463472290034
80,2000-01-01,1317.58,Nashville-Davidson--Murfreesboro--Franklin,TN,
81,2001-01-01,1343.263,Nashville-Davidson--Murfreesboro--Franklin,TN,0.019492554531793216
82,2002-01-01,1363.834,Nashville-Davidson--Murfreesboro--Franklin,TN,0.015314201314262421
83,2003-01-01,1386.743,Nashville-Davidson--Murfreesboro--Franklin,TN,0.01679749881583814
84,2004-01-01,1416.452,Nashville-Davidson--Murfreesboro--Franklin,TN,0.021423580288489008
85,2005-01-01,1450.538,Nashville-Davidson--Murfreesboro--Franklin,TN,0.024064352339507433
86,2006-01-01,1489.156,Nashville-Davidson--Murfreesboro--Franklin,TN,0.02662322531364225
87,2007-01-01,1524.92,Nashville-Davidson--Murfreesboro--Franklin,TN,0.02401628842109238
88,2008-01-01,1556.368,Nashville-Davidson--Murfreesboro--Franklin,TN,0.020622721191931204
89,2009-01-01,1582.264,Nashville-Davidson--Murfreesboro--Franklin,TN,0.01663873839606045
90,2010-01-01,1650.831,Nashville-Davidson--Murfreesboro--Franklin,TN,0.043334740599545896
91,2011-01-01,1674.534,Nashville-Davidson--Murfreesboro--Franklin,TN,0.014358223222122879
92,2012-01-01,1703.609,Nashville-Davidson--Murfreesboro--Franklin,TN,0.017363039508304867
93,2013-01-01,1735.012,Nashville-Davidson--Murfreesboro--Franklin,TN,0.018433220298789132
94,2014-01-01,1768.35,Nashville-Davidson--Murfreesboro--Franklin,TN,0.019214852692661433
95,2015-01-01,1804.671,Nashville-Davidson--Murfreesboro--Franklin,TN,0.02053948596148958
96,2016-01-01,1841.294,Nashville-Davidson--Murfreesboro--Franklin,TN,0.020293449609374736
97,2017-01-01,1874.515,Nashville-Davidson--Murfreesboro--Franklin,TN,0.01804220292902703
98,2018-01-01,1904.726,Nashville-Davidson--Murfreesboro--Franklin,TN,0.016116702186965703
99,2019-01-01,1934.317,Nashville-Davidson--Murfreesboro--Franklin,TN,0.015535567845453846
100,2000-01-01,3052.379,Seattle-Tacoma-Bellevue,WA,
101,2001-01-01,3094.38,Seattle-Tacoma-Bellevue,WA,0.013760086804423866
102,2002-01-01,3121.895,Seattle-Tacoma-Bellevue,WA,0.008891926654127857
103,2003-01-01,3138.938,Seattle-Tacoma-Bellevue,WA,0.00545918424546632
104,2004-01-01,3163.703,Seattle-Tacoma-Bellevue,WA,0.007889611072279923
105,2005-01-01,3202.388,Seattle-Tacoma-Bellevue,WA,0.01222775968540657
106,2006-01-01,3259.945,Seattle-Tacoma-Bellevue,WA,0.017973150036785235
107,2007-01-01,3307.36,Seattle-Tacoma-Bellevue,WA,0.014544723914053703
108,2008-01-01,3356.637,Seattle-Tacoma-Bellevue,WA,0.014899194523728898
109,2009-01-01,3407.848,Seattle-Tacoma-Bellevue,WA,0.015256639308927289
110,2010-01-01,3449.241,Seattle-Tacoma-Bellevue,WA,0.012146375073066595
111,2011-01-01,3503.891,Seattle-Tacoma-Bellevue,WA,0.01584406540453398
112,2012-01-01,3558.829,Seattle-Tacoma-Bellevue,WA,0.015679140703863226
113,2013-01-01,3612.347,Seattle-Tacoma-Bellevue,WA,0.015038092586072471
114,2014-01-01,3675.16,Seattle-Tacoma-Bellevue,WA,0.017388418111548898
115,2015-01-01,3739.654,Seattle-Tacoma-Bellevue,WA,0.017548623733388613
116,2016-01-01,3816.355,Seattle-Tacoma-Bellevue,WA,0.02051018623648071
117,2017-01-01,3885.579,Seattle-Tacoma-Bellevue,WA,0.01813877377759665
118,2018-01-01,3935.179,Seattle-Tacoma-Bellevue,WA,0.012765150316079055
119,2019-01-01,3979.845,Seattle-Tacoma-Bellevue,WA,0.011350436663745134
120,2000-01-01,4136.658,San Francisco-Oakland-Hayward,CA,
121,2001-01-01,4179.628,San Francisco-Oakland-Hayward,CA,0.010387612415626135
122,2002-01-01,4165.678,San Francisco-Oakland-Hayward,CA,-0.003337617606160137
123,2003-01-01,4153.143,San Francisco-Oakland-Hayward,CA,-0.0030091140025705343
124,2004-01-01,4143.522,San Francisco-Oakland-Hayward,CA,-0.002316558808593938
125,2005-01-01,4149.607,San Francisco-Oakland-Hayward,CA,0.0014685574253014977
126,2006-01-01,4162.783,San Francisco-Oakland-Hayward,CA,0.0031752404504812315
127,2007-01-01,4202.186,San Francisco-Oakland-Hayward,CA,0.009465542642986602
128,2008-01-01,4260.236,San Francisco-Oakland-Hayward,CA,0.013814238589153316
129,2009-01-01,4317.853,San Francisco-Oakland-Hayward,CA,0.013524368133596365
130,2010-01-01,4343.634,San Francisco-Oakland-Hayward,CA,0.005970791502165618
131,2011-01-01,4395.725,San Francisco-Oakland-Hayward,CA,0.01199249292182536
132,2012-01-01,4455.473,San Francisco-Oakland-Hayward,CA,0.013592297061349345
133,2013-01-01,4519.636,San Francisco-Oakland-Hayward,CA,0.014400940147095698
134,2014-01-01,4584.981,San Francisco-Oakland-Hayward,CA,0.01445802272572383
135,2015-01-01,4647.924,San Francisco-Oakland-Hayward,CA,0.013728083060758678
136,2016-01-01,4688.198,San Francisco-Oakland-Hayward,CA,0.008664943746928833
137,2017-01-01,4712.421,San Francisco-Oakland-Hayward,CA,0.005166803961778044
138,2018-01-01,4726.314,San Francisco-Oakland-Hayward,CA,0.0029481661337134035
139,2019-01-01,4731.803,San Francisco-Oakland-Hayward,CA,0.001161370150184693
140,2000-01-01,4281.905,Atlanta-Sandy Springs-Roswell,GA,
141,2001-01-01,4432.95,Atlanta-Sandy Springs-Roswell,GA,0.03527518709546329
142,2002-01-01,4555.49,Atlanta-Sandy Springs-Roswell,GA,0.02764299168725115
143,2003-01-01,4673.146,Atlanta-Sandy Springs-Roswell,GA,0.02582729849039289
144,2004-01-01,4802.3,Atlanta-Sandy Springs-Roswell,GA,0.027637484469777096
145,2005-01-01,4947.012,Atlanta-Sandy Springs-Roswell,GA,0.030133894175707443
146,2006-01-01,5119.641,Atlanta-Sandy Springs-Roswell,GA,0.03489560971349981
147,2007-01-01,5267.527,Atlanta-Sandy Springs-Roswell,GA,0.028886009780763944
148,2008-01-01,5385.586,Atlanta-Sandy Springs-Roswell,GA,0.02241260462452299
149,2009-01-01,5475.213,Atlanta-Sandy Springs-Roswell,GA,0.01664201444373914
150,2010-01-01,5302.598,Atlanta-Sandy Springs-Roswell,GA,-0.031526627365912496
151,2011-01-01,5366.462,Atlanta-Sandy Springs-Roswell,GA,0.012043907533628051
152,2012-01-01,5444.473,Atlanta-Sandy Springs-Roswell,GA,0.014536765563605947
153,2013-01-01,5510.53,Atlanta-Sandy Springs-Roswell,GA,0.012132854731761844
154,2014-01-01,5593.204,Atlanta-Sandy Springs-Roswell,GA,0.01500291260550246
155,2015-01-01,5686.048,Atlanta-Sandy Springs-Roswell,GA,0.016599430308638752
156,2016-01-01,5787.965,Atlanta-Sandy Springs-Roswell,GA,0.01792404847795881
157,2017-01-01,5872.432,Atlanta-Sandy Springs-Roswell,GA,0.014593557493868703
158,2018-01-01,5945.303,Atlanta-Sandy Springs-Roswell,GA,0.01240899852054489
159,2019-01-01,6020.364,Atlanta-Sandy Springs-Roswell,GA,0.012625260646934144
160,1990-01-01,1067.263,Memphis,TN-MS-AR,
161,1991-01-01,1083.757,Memphis,TN-MS-AR,0.015454484976992644
162,1992-01-01,1096.36,Memphis,TN-MS-AR,0.01162899063166356
163,1993-01-01,1109.384,Memphis,TN-MS-AR,0.01187930971578699
164,1994-01-01,1124.952,Memphis,TN-MS-AR,0.014033012915275478
165,1995-01-01,1140.221,Memphis,TN-MS-AR,0.01357302356011636
166,1996-01-01,1153.559,Memphis,TN-MS-AR,0.011697732281724216
167,1997-01-01,1164.412,Memphis,TN-MS-AR,0.009408274739306943
168,1998-01-01,1178.903,Memphis,TN-MS-AR,0.012444907816133721
169,1999-01-01,1194.756,Memphis,TN-MS-AR,0.013447247144167118
170,2000-01-01,1208.269,Memphis,TN-MS-AR,0.011310259165888237
171,2001-01-01,1216.654,Memphis,TN-MS-AR,0.006939679822953293
172,2002-01-01,1226.669,Memphis,TN-MS-AR,0.008231592548086919
173,2003-01-01,1238.075,Memphis,TN-MS-AR,0.00929835187813488
174,2004-01-01,1249.048,Memphis,TN-MS-AR,0.00886295256749392
175,2005-01-01,1261.429,Memphis,TN-MS-AR,0.009912349245185137
176,2006-01-01,1280.666,Memphis,TN-MS-AR,0.015250164694168067
177,2007-01-01,1290.61,Memphis,TN-MS-AR,0.007764709924367397
178,2008-01-01,1298.529,Memphis,TN-MS-AR,0.006135858237577674
179,2009-01-01,1304.926,Memphis,TN-MS-AR,0.004926343578002479
180,2010-01-01,1317.489,Memphis,TN-MS-AR,0.009627365842967528
181,2011-01-01,1323.741,Memphis,TN-MS-AR,0.004745390663603244
182,2012-01-01,1331.396,Memphis,TN-MS-AR,0.005782853292298107
183,2013-01-01,1332.114,Memphis,TN-MS-AR,0.0005392835790403172
184,2014-01-01,1333.432,Memphis,TN-MS-AR,0.0009894048106993125
185,2015-01-01,1334.79,Memphis,TN-MS-AR,0.0010184246365767535
186,2016-01-01,1336.204,Memphis,TN-MS-AR,0.0010593426681351215
187,2017-01-01,1338.582,Memphis,TN-MS-AR,0.0017796683739910168
188,2018-01-01,1342.497,Memphis,TN-MS-AR,0.0029247367736904284
189,2019-01-01,1346.045,Memphis,TN-MS-AR,0.002642836445817087
190,1990-01-01,535.034,Little Rock-North Little Rock-Conway,AR,
191,1991-01-01,542.913,Little Rock-North Little Rock-Conway,AR,0.01472616693518547
192,1992-01-01,552.311,Little Rock-North Little Rock-Conway,AR,0.0173103241219128
193,1993-01-01,561.887,Little Rock-North Little Rock-Conway,AR,0.017338057724723743
194,1994-01-01,568.889,Little Rock-North Little Rock-Conway,AR,0.012461580353345214
195,1995-01-01,576.345,Little Rock-North Little Rock-Conway,AR,0.01310624744018618
196,1996-01-01,584.861,Little Rock-North Little Rock-Conway,AR,0.014775872090501352
197,1997-01-01,591.707,Little Rock-North Little Rock-Conway,AR,0.011705345372661213
198,1998-01-01,597.826,Little Rock-North Little Rock-Conway,AR,0.01034126687701864
199,1999-01-01,605.291,Little Rock-North Little Rock-Conway,AR,0.01248691090718701
200,2000-01-01,612.149,Little Rock-North Little Rock-Conway,AR,0.011330087511626452
201,2001-01-01,617.414,Little Rock-North Little Rock-Conway,AR,0.008600847179363269
202,2002-01-01,623.045,Little Rock-North Little Rock-Conway,AR,0.009120298535504556
203,2003-01-01,629.617,Little Rock-North Little Rock-Conway,AR,0.010548194753188023
204,2004-01-01,637.233,Little Rock-North Little Rock-Conway,AR,0.012096242636396415
205,2005-01-01,645.679,Little Rock-North Little Rock-Conway,AR,0.013254178612846612
206,2006-01-01,657.664,Little Rock-North Little Rock-Conway,AR,0.018561855039423536
207,2007-01-01,666.49,Little Rock-North Little Rock-Conway,AR,0.013420226741923003
208,2008-01-01,675.921,Little Rock-North Little Rock-Conway,AR,0.014150249816201388
209,2009-01-01,685.488,Little Rock-North Little Rock-Conway,AR,0.014154020958070612
210,2010-01-01,702.294,Little Rock-North Little Rock-Conway,AR,0.0245168405573839
211,2011-01-01,710.682,Little Rock-North Little Rock-Conway,AR,0.011943715879674466
212,2012-01-01,717.665,Little Rock-North Little Rock-Conway,AR,0.009825772989888515
213,2013-01-01,723.159,Little Rock-North Little Rock-Conway,AR,0.007655382385932219
214,2014-01-01,728.19,Little Rock-North Little Rock-Conway,AR,0.006956976266630166
215,2015-01-01,730.889,Little Rock-North Little Rock-Conway,AR,0.0037064502396351173
216,2016-01-01,734.166,Little Rock-North Little Rock-Conway,AR,0.004483580954153243
217,2017-01-01,737.557,Little Rock-North Little Rock-Conway,AR,0.004618846418929623
218,2018-01-01,740.081,Little Rock-North Little Rock-Conway,AR,0.003422108392978407
219,2019-01-01,742.384,Little Rock-North Little Rock-Conway,AR,0.00311182154385814
220,2000-01-01,4821.031,Washington-Arlington-Alexandria,DC-VA-MD-WV,
221,2001-01-01,4927.274,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.022037402373060955
222,2002-01-01,5014.571,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.017717098744660653
223,2003-01-01,5086.376,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.014319270781089743
224,2004-01-01,5158.524,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.014184558907953448
225,2005-01-01,5229.267,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.013713806507442694
226,2006-01-01,5265.012,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.006835566055433784
227,2007-01-01,5313.033,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.00912077693270219
228,2008-01-01,5377.936,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.012215809689117174
229,2009-01-01,5476.241,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.018279317567185593
230,2010-01-01,5678.491,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.03693226795533655
231,2011-01-01,5782.319,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.01828443507262767
232,2012-01-01,5878.942,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.016710077738706586
233,2013-01-01,5963.312,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.014351221699414607
234,2014-01-01,6031.945,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.011509208305719998
235,2015-01-01,6093.95,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.010279437229616661
236,2016-01-01,6149.301,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.009082942918796633
237,2017-01-01,6211.341,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.0100889515735203
238,2018-01-01,6247.841,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.005876347796715642
239,2019-01-01,6280.487,Washington-Arlington-Alexandria,DC-VA-MD-WV,0.005225164980990904
240,2000-01-01,9117.732,Chicago-Naperville-Elgin,IL-IN-WI,
241,2001-01-01,9192.501,Chicago-Naperville-Elgin,IL-IN-WI,0.0082003945718081
242,2002-01-01,9245.135,Chicago-Naperville-Elgin,IL-IN-WI,0.005725754068452105
243,2003-01-01,9286.162,Chicago-Naperville-Elgin,IL-IN-WI,0.004437685333962049
244,2004-01-01,9332.09,Chicago-Naperville-Elgin,IL-IN-WI,0.004945853841447079
245,2005-01-01,9362.08,Chicago-Naperville-Elgin,IL-IN-WI,0.003213642388789628
246,2006-01-01,9398.855,Chicago-Naperville-Elgin,IL-IN-WI,0.003928080084767416
247,2007-01-01,9451.936,Chicago-Naperville-Elgin,IL-IN-WI,0.005647602819705222
248,2008-01-01,9515.636,Chicago-Naperville-Elgin,IL-IN-WI,0.0067393600633776085
249,2009-01-01,9580.567,Chicago-Naperville-Elgin,IL-IN-WI,0.006823611159569198
250,2010-01-01,9470.634,Chicago-Naperville-Elgin,IL-IN-WI,-0.011474581827985664
251,2011-01-01,9500.87,Chicago-Naperville-Elgin,IL-IN-WI,0.003192605690389927
252,2012-01-01,9528.09,Chicago-Naperville-Elgin,IL-IN-WI,0.0028650007841386493
253,2013-01-01,9550.194,Chicago-Naperville-Elgin,IL-IN-WI,0.0023198773311334797
254,2014-01-01,9560.43,Chicago-Naperville-Elgin,IL-IN-WI,0.0010718106878249145
255,2015-01-01,9552.554,Chicago-Naperville-Elgin,IL-IN-WI,-0.0008238123180651646
256,2016-01-01,9533.662,Chicago-Naperville-Elgin,IL-IN-WI,-0.0019776909923775454
257,2017-01-01,9514.113,Chicago-Naperville-Elgin,IL-IN-WI,-0.0020505237127140807
258,2018-01-01,9484.158,Chicago-Naperville-Elgin,IL-IN-WI,-0.003148480578273549
259,2019-01-01,9458.539,Chicago-Naperville-Elgin,IL-IN-WI,-0.002701241375354435
260,2000-01-01,4739.414,Houston-The Woodlands-Sugar Land,TX,
261,2001-01-01,4851.189,Houston-The Woodlands-Sugar Land,TX,0.02358413930498582
262,2002-01-01,4978.638,Houston-The Woodlands-Sugar Land,TX,0.026271703699855875
263,2003-01-01,5084.017,Houston-The Woodlands-Sugar Land,TX,0.021166230603630876
264,2004-01-01,5190.444,Houston-The Woodlands-Sugar Land,TX,0.020933643612914832
265,2005-01-01,5299.567,Houston-The Woodlands-Sugar Land,TX,0.02102382763401356
266,2006-01-01,5484.883,Houston-The Woodlands-Sugar Land,TX,0.03496813984991598
267,2007-01-01,5597.674,Houston-The Woodlands-Sugar Land,TX,0.020563975567026604
268,2008-01-01,5726.705,Houston-The Woodlands-Sugar Land,TX,0.023050824324531982
269,2009-01-01,5867.489,Houston-The Woodlands-Sugar Land,TX,0.024583770248336467
270,2010-01-01,5947.236,Houston-The Woodlands-Sugar Land,TX,0.013591333532964489
271,2011-01-01,6056.193,Houston-The Woodlands-Sugar Land,TX,0.018320611457154357
272,2012-01-01,6183.531,Houston-The Woodlands-Sugar Land,TX,0.021026080245461154
273,2013-01-01,6328.208,Houston-The Woodlands-Sugar Land,TX,0.023397149622117253
274,2014-01-01,6500.199,Houston-The Woodlands-Sugar Land,TX,0.027178468217226692
275,2015-01-01,6671.808,Houston-The Woodlands-Sugar Land,TX,0.026400576351585547
276,2016-01-01,6806.503,Houston-The Woodlands-Sugar Land,TX,0.020188680489606314
277,2017-01-01,6900.09,Houston-The Woodlands-Sugar Land,TX,0.013749645008604316
278,2018-01-01,6976.147,Houston-The Woodlands-Sugar Land,TX,0.011022609850016352
279,2019-01-01,7066.141,Houston-The Woodlands-Sugar Land,TX,0.012900244217904255
280,2000-01-01,5025.806,Miami-Fort Lauderdale-West Palm Beach,FL,
281,2001-01-01,5120.256,Miami-Fort Lauderdale-West Palm Beach,FL,0.018793005539808005
282,2002-01-01,5212.602,Miami-Fort Lauderdale-West Palm Beach,FL,0.01803542635368216
283,2003-01-01,5280.671,Miami-Fort Lauderdale-West Palm Beach,FL,0.013058545425106427
284,2004-01-01,5362.678,Miami-Fort Lauderdale-West Palm Beach,FL,0.015529655227526806
285,2005-01-01,5443.159,Miami-Fort Lauderdale-West Palm Beach,FL,0.015007613733287739
286,2006-01-01,5466.743,Miami-Fort Lauderdale-West Palm Beach,FL,0.004332778079787936
287,2007-01-01,5465.183,Miami-Fort Lauderdale-West Palm Beach,FL,-0.0002853618690324966
288,2008-01-01,5501.752,Miami-Fort Lauderdale-West Palm Beach,FL,0.006691267245762855
289,2009-01-01,5547.051,Miami-Fort Lauderdale-West Palm Beach,FL,0.008233559055369932
290,2010-01-01,5583.394,Miami-Fort Lauderdale-West Palm Beach,FL,0.006551769579908218
291,2011-01-01,5668.271,Miami-Fort Lauderdale-West Palm Beach,FL,0.015201685569744772
292,2012-01-01,5745.743,Miami-Fort Lauderdale-West Palm Beach,FL,0.013667659856065661
293,2013-01-01,5822.754,Miami-Fort Lauderdale-West Palm Beach,FL,0.013403140377145295
294,2014-01-01,5893.858,Miami-Fort Lauderdale-West Palm Beach,FL,0.012211403744688543
295,2015-01-01,5969.135,Miami-Fort Lauderdale-West Palm Beach,FL,0.012772109541831611
296,2016-01-01,6055.686,Miami-Fort Lauderdale-West Palm Beach,FL,0.014499755827267924
297,2017-01-01,6118.155,Miami-Fort Lauderdale-West Palm Beach,FL,0.010315759436668293
298,2018-01-01,6143.837,Miami-Fort Lauderdale-West Palm Beach,FL,0.004197670703014245
299,2019-01-01,6166.488,Miami-Fort Lauderdale-West Palm Beach,FL,0.0036867840081042935
300,2000-01-01,1265.715,Austin-Round Rock,TX,
301,2001-01-01,1324.426,Austin-Round Rock,TX,0.04638563973722354
302,2002-01-01,1353.176,Austin-Round Rock,TX,0.021707517067771187
303,2003-01-01,1382.693,Austin-Round Rock,TX,0.02181312704334104
304,2004-01-01,1418.999,Austin-Round Rock,TX,0.026257455559549392
305,2005-01-01,1464.309,Austin-Round Rock,TX,0.03193095978221261
306,2006-01-01,1528.958,Austin-Round Rock,TX,0.044149834495314844
307,2007-01-01,1594.525,Austin-Round Rock,TX,0.04288345396014792
308,2008-01-01,1654.1,Austin-Round Rock,TX,0.03736222385976995
309,2009-01-01,1705.075,Austin-Round Rock,TX,0.0308173629163897
310,2010-01-01,1727.502,Austin-Round Rock,TX,0.0131530871076051
311,2011-01-01,1780.535,Austin-Round Rock,TX,0.03069924086918574
312,2012-01-01,1834.586,Austin-Round Rock,TX,0.03035660630091508
313,2013-01-01,1883.315,Austin-Round Rock,TX,0.026561305929512224
314,2014-01-01,1942.467,Austin-Round Rock,TX,0.03140844733886783
315,2015-01-01,2002.134,Austin-Round Rock,TX,0.030717124151915964
316,2016-01-01,2062.016,Austin-Round Rock,TX,0.0299090870041665
317,2017-01-01,2115.475,Austin-Round Rock,TX,0.025925599025419688
318,2018-01-01,2165.497,Austin-Round Rock,TX,0.023645753317812712
319,2019-01-01,2227.083,Austin-Round Rock,TX,0.028439660733771577
320,1990-01-01,239.464,Fayetteville-Springdale-Rogers,AR-MO,
321,1991-01-01,250.665,Fayetteville-Springdale-Rogers,AR-MO,0.046775298165903756
322,1992-01-01,260.143,Fayetteville-Springdale-Rogers,AR-MO,0.03781142161849482
323,1993-01-01,273.07,Fayetteville-Springdale-Rogers,AR-MO,0.04969190022410763
324,1994-01-01,285.563,Fayetteville-Springdale-Rogers,AR-MO,0.045750173948071904
325,1995-01-01,299.657,Fayetteville-Springdale-Rogers,AR-MO,0.049355133543211194
326,1996-01-01,312.015,Fayetteville-Springdale-Rogers,AR-MO,0.04124048495446453
327,1997-01-01,321.648,Fayetteville-Springdale-Rogers,AR-MO,0.030873515696360876
328,1998-01-01,329.438,Fayetteville-Springdale-Rogers,AR-MO,0.02421902203651194
